"firstname","count","district","sex","strata"
"Emmie",1,"tempelhof-schöneberg","f","f-Emmie"
"Eyüphan",1,"tempelhof-schöneberg","m","m-Eyüphan"
"Emmy",1,"tempelhof-schöneberg","f","f-Emmy"
"Ezo",1,"tempelhof-schöneberg","m","m-Ezo"
"Emélie-Jolie",1,"tempelhof-schöneberg","f","f-Emélie-Jolie"
"Fabio",1,"tempelhof-schöneberg","m","m-Fabio"
"Enara",1,"tempelhof-schöneberg","f","f-Enara"
"Fabricio",1,"tempelhof-schöneberg","m","m-Fabricio"
"Enid",1,"tempelhof-schöneberg","f","f-Enid"
"Fabryz-Leon",1,"tempelhof-schöneberg","m","m-Fabryz-Leon"
"Enora",1,"tempelhof-schöneberg","f","f-Enora"
"Farin",1,"tempelhof-schöneberg","m","m-Farin"
"Enya",1,"tempelhof-schöneberg","f","f-Enya"
"Faris",1,"tempelhof-schöneberg","m","m-Faris"
"Enza",1,"tempelhof-schöneberg","f","f-Enza"
"Faruk",1,"tempelhof-schöneberg","m","m-Faruk"
"Erica",1,"tempelhof-schöneberg","f","f-Erica"
"Felipe",1,"tempelhof-schöneberg","m","m-Felipe"
"Erin",1,"tempelhof-schöneberg","f","f-Erin"
"Fels",1,"tempelhof-schöneberg","m","m-Fels"
"Erina",1,"tempelhof-schöneberg","f","f-Erina"
"Feras",1,"tempelhof-schöneberg","m","m-Feras"
"Ernestine",1,"tempelhof-schöneberg","f","f-Ernestine"
"Ferenc",1,"tempelhof-schöneberg","m","m-Ferenc"
"Erva",1,"tempelhof-schöneberg","f","f-Erva"
"Fernando",1,"tempelhof-schöneberg","m","m-Fernando"
"Erza",1,"tempelhof-schöneberg","f","f-Erza"
"Fian",1,"tempelhof-schöneberg","m","m-Fian"
"Esila",1,"tempelhof-schöneberg","f","f-Esila"
"Findus",1,"tempelhof-schöneberg","m","m-Findus"
"Esin",1,"tempelhof-schöneberg","f","f-Esin"
"Finian",1,"tempelhof-schöneberg","m","m-Finian"
"Esma",1,"tempelhof-schöneberg","f","f-Esma"
"Finje",1,"tempelhof-schöneberg","m","m-Finje"
"Esosa",1,"tempelhof-schöneberg","f","f-Esosa"
"Finley",1,"tempelhof-schöneberg","m","m-Finley"
"Esrefunnisa",1,"tempelhof-schöneberg","f","f-Esrefunnisa"
"Finn-Damian",1,"tempelhof-schöneberg","m","m-Finn-Damian"
"Estefania",1,"tempelhof-schöneberg","f","f-Estefania"
"Finnegan",1,"tempelhof-schöneberg","m","m-Finnegan"
"Estella",1,"tempelhof-schöneberg","f","f-Estella"
"Fionn",1,"tempelhof-schöneberg","m","m-Fionn"
"Estelle",1,"tempelhof-schöneberg","f","f-Estelle"
"Fjodor",1,"tempelhof-schöneberg","m","m-Fjodor"
"Estrella",1,"tempelhof-schöneberg","f","f-Estrella"
"Florenz",1,"tempelhof-schöneberg","m","m-Florenz"
"Eteri",1,"tempelhof-schöneberg","f","f-Eteri"
"Flynn",1,"tempelhof-schöneberg","m","m-Flynn"
"Eugenia",1,"tempelhof-schöneberg","f","f-Eugenia"
"Fokko",1,"tempelhof-schöneberg","m","m-Fokko"
"Eugénie",1,"tempelhof-schöneberg","f","f-Eugénie"
"Fox",1,"tempelhof-schöneberg","m","m-Fox"
"Evana",1,"tempelhof-schöneberg","f","f-Evana"
"Francesco",1,"tempelhof-schöneberg","m","m-Francesco"
"Eve",1,"tempelhof-schöneberg","f","f-Eve"
"Franck",1,"tempelhof-schöneberg","m","m-Franck"
"Evelyn",1,"tempelhof-schöneberg","f","f-Evelyn"
"Frieder",1,"tempelhof-schöneberg","m","m-Frieder"
"Evolet",1,"tempelhof-schöneberg","f","f-Evolet"
"Friedhelm",1,"tempelhof-schöneberg","m","m-Friedhelm"
"Evy",1,"tempelhof-schöneberg","f","f-Evy"
"Frédérick",1,"tempelhof-schöneberg","m","m-Frédérick"
"Ewa",1,"tempelhof-schöneberg","f","f-Ewa"
"Fuad",1,"tempelhof-schöneberg","m","m-Fuad"
"Ewemade",1,"tempelhof-schöneberg","f","f-Ewemade"
"Fynnley",1,"tempelhof-schöneberg","m","m-Fynnley"
"Eylen",1,"tempelhof-schöneberg","f","f-Eylen"
"Gabin",1,"tempelhof-schöneberg","m","m-Gabin"
"Fan",1,"tempelhof-schöneberg","f","f-Fan"
"Gabor",1,"tempelhof-schöneberg","m","m-Gabor"
"Fanny",1,"tempelhof-schöneberg","f","f-Fanny"
"Gabro",1,"tempelhof-schöneberg","m","m-Gabro"
"Farah",1,"tempelhof-schöneberg","f","f-Farah"
"Gaspard",1,"tempelhof-schöneberg","m","m-Gaspard"
"Faramoluwa",1,"tempelhof-schöneberg","f","f-Faramoluwa"
"Gaston",1,"tempelhof-schöneberg","m","m-Gaston"
"Fariya",1,"tempelhof-schöneberg","f","f-Fariya"
"Gennaro",1,"tempelhof-schöneberg","m","m-Gennaro"
"Fatimanur",1,"tempelhof-schöneberg","f","f-Fatimanur"
"Genti",1,"tempelhof-schöneberg","m","m-Genti"
"Fee",1,"tempelhof-schöneberg","f","f-Fee"
"Georgievich",1,"tempelhof-schöneberg","m","m-Georgievich"
"Feenja",1,"tempelhof-schöneberg","f","f-Feenja"
"Georgievič",1,"tempelhof-schöneberg","m","m-Georgievič"
"Feja",1,"tempelhof-schöneberg","f","f-Feja"
"Gerard",1,"tempelhof-schöneberg","m","m-Gerard"
"Felina",1,"tempelhof-schöneberg","f","f-Felina"
"Geremia",1,"tempelhof-schöneberg","m","m-Geremia"
"Felipa",1,"tempelhof-schöneberg","f","f-Felipa"
"Germano",1,"tempelhof-schöneberg","m","m-Germano"
"Felizitas",1,"tempelhof-schöneberg","f","f-Felizitas"
"Gero",1,"tempelhof-schöneberg","m","m-Gero"
"Fenja",1,"tempelhof-schöneberg","f","f-Fenja"
"Ghazi",1,"tempelhof-schöneberg","m","m-Ghazi"
"Fenna",1,"tempelhof-schöneberg","f","f-Fenna"
"Ghilas",1,"tempelhof-schöneberg","m","m-Ghilas"
"Fernanda",1,"tempelhof-schöneberg","f","f-Fernanda"
"Gian",1,"tempelhof-schöneberg","m","m-Gian"
"Fia",1,"tempelhof-schöneberg","f","f-Fia"
"Gianluigi",1,"tempelhof-schöneberg","m","m-Gianluigi"
"Fiammetta",1,"tempelhof-schöneberg","f","f-Fiammetta"
"Gilbert",1,"tempelhof-schöneberg","m","m-Gilbert"
"Filine",1,"tempelhof-schöneberg","f","f-Filine"
"Giona",1,"tempelhof-schöneberg","m","m-Giona"
"Filipa",1,"tempelhof-schöneberg","f","f-Filipa"
"Giorgio",1,"tempelhof-schöneberg","m","m-Giorgio"
"Filomena",1,"tempelhof-schöneberg","f","f-Filomena"
"Giuliano",1,"tempelhof-schöneberg","m","m-Giuliano"
"Fine",1,"tempelhof-schöneberg","f","f-Fine"
"Godwin",1,"tempelhof-schöneberg","m","m-Godwin"
"Finna",1,"tempelhof-schöneberg","f","f-Finna"
"Goran",1,"tempelhof-schöneberg","m","m-Goran"
"Finnja",1,"tempelhof-schöneberg","f","f-Finnja"
"Grayson",1,"tempelhof-schöneberg","m","m-Grayson"
"Fiona-Valentina",1,"tempelhof-schöneberg","f","f-Fiona-Valentina"
"Gregory",1,"tempelhof-schöneberg","m","m-Gregory"
"Firdevs",1,"tempelhof-schöneberg","f","f-Firdevs"
"Grigory",1,"tempelhof-schöneberg","m","m-Grigory"
"Flora",1,"tempelhof-schöneberg","f","f-Flora"
"Guido",1,"tempelhof-schöneberg","m","m-Guido"
"Florentin",1,"tempelhof-schöneberg","f","f-Florentin"
"Gustave",1,"tempelhof-schöneberg","m","m-Gustave"
"Florentina",1,"tempelhof-schöneberg","f","f-Florentina"
"Göran",1,"tempelhof-schöneberg","m","m-Göran"
"Francesca",1,"tempelhof-schöneberg","f","f-Francesca"
"Götz",1,"tempelhof-schöneberg","m","m-Götz"
"Francy",1,"tempelhof-schöneberg","f","f-Francy"
"Günther",1,"tempelhof-schöneberg","m","m-Günther"
"Franzisca",1,"tempelhof-schöneberg","f","f-Franzisca"
"Gürkan",1,"tempelhof-schöneberg","m","m-Gürkan"
"Freyja",1,"tempelhof-schöneberg","f","f-Freyja"
"Haci",1,"tempelhof-schöneberg","m","m-Haci"
"Friderike",1,"tempelhof-schöneberg","f","f-Friderike"
"Hagen",1,"tempelhof-schöneberg","m","m-Hagen"
"Friedericke",1,"tempelhof-schöneberg","f","f-Friedericke"
"Hai",1,"tempelhof-schöneberg","m","m-Hai"
"Friedrike",1,"tempelhof-schöneberg","f","f-Friedrike"
"Haidar",1,"tempelhof-schöneberg","m","m-Haidar"
"Gabrielle",1,"tempelhof-schöneberg","f","f-Gabrielle"
"Hajro",1,"tempelhof-schöneberg","m","m-Hajro"
"Gabrijela",1,"tempelhof-schöneberg","f","f-Gabrijela"
"Hakan",1,"tempelhof-schöneberg","m","m-Hakan"
"Gaby",1,"tempelhof-schöneberg","f","f-Gaby"
"Halis",1,"tempelhof-schöneberg","m","m-Halis"
"Gadjaokomo",1,"tempelhof-schöneberg","f","f-Gadjaokomo"
"Han",1,"tempelhof-schöneberg","m","m-Han"
"Gal",1,"tempelhof-schöneberg","f","f-Gal"
"Hank",1,"tempelhof-schöneberg","m","m-Hank"
"Galina",1,"tempelhof-schöneberg","f","f-Galina"
"Hans-Henning",1,"tempelhof-schöneberg","m","m-Hans-Henning"
"Gaye",1,"tempelhof-schöneberg","f","f-Gaye"
"Hans-Joachim",1,"tempelhof-schöneberg","m","m-Hans-Joachim"
"Gazel",1,"tempelhof-schöneberg","f","f-Gazel"
"Haodi",1,"tempelhof-schöneberg","m","m-Haodi"
"Geneviève",1,"tempelhof-schöneberg","f","f-Geneviève"
"Happy",1,"tempelhof-schöneberg","m","m-Happy"
"Georgieva",1,"tempelhof-schöneberg","f","f-Georgieva"
"Hari",1,"tempelhof-schöneberg","m","m-Hari"
"Gerda",1,"tempelhof-schöneberg","f","f-Gerda"
"Haris",1,"tempelhof-schöneberg","m","m-Haris"
"Gertraut",1,"tempelhof-schöneberg","f","f-Gertraut"
"Hartwig",1,"tempelhof-schöneberg","m","m-Hartwig"
"Gesine",1,"tempelhof-schöneberg","f","f-Gesine"
"Harun",1,"tempelhof-schöneberg","m","m-Harun"
"Gioia",1,"tempelhof-schöneberg","f","f-Gioia"
"Haschim",1,"tempelhof-schöneberg","m","m-Haschim"
"Giovanna",1,"tempelhof-schöneberg","f","f-Giovanna"
"Haven",1,"tempelhof-schöneberg","m","m-Haven"
"Gisela",1,"tempelhof-schöneberg","f","f-Gisela"
"Haydar",1,"tempelhof-schöneberg","m","m-Haydar"
"Gisele",1,"tempelhof-schöneberg","f","f-Gisele"
"Haymo",1,"tempelhof-schöneberg","m","m-Haymo"
"Gita",1,"tempelhof-schöneberg","f","f-Gita"
"Hazar",1,"tempelhof-schöneberg","m","m-Hazar"
"Gonca",1,"tempelhof-schöneberg","f","f-Gonca"
"Hedi",1,"tempelhof-schöneberg","m","m-Hedi"
"Goni",1,"tempelhof-schöneberg","f","f-Goni"
"Heino",1,"tempelhof-schöneberg","m","m-Heino"
"Graziela",1,"tempelhof-schöneberg","f","f-Graziela"
"Henrik-Talay",1,"tempelhof-schöneberg","m","m-Henrik-Talay"
"Gretchen",1,"tempelhof-schöneberg","f","f-Gretchen"
"Henryk",1,"tempelhof-schöneberg","m","m-Henryk"
"Grete",1,"tempelhof-schöneberg","f","f-Grete"
"Herkules",1,"tempelhof-schöneberg","m","m-Herkules"
"Gráinne",1,"tempelhof-schöneberg","f","f-Gráinne"
"Heston",1,"tempelhof-schöneberg","m","m-Heston"
"Guiletta",1,"tempelhof-schöneberg","f","f-Guiletta"
"Hidaya",1,"tempelhof-schöneberg","m","m-Hidaya"
"Guinevere",1,"tempelhof-schöneberg","f","f-Guinevere"
"Hikmet",1,"tempelhof-schöneberg","m","m-Hikmet"
"Gundel",1,"tempelhof-schöneberg","f","f-Gundel"
"Hiroki",1,"tempelhof-schöneberg","m","m-Hiroki"
"Gönül",1,"tempelhof-schöneberg","f","f-Gönül"
"Hiroshi",1,"tempelhof-schöneberg","m","m-Hiroshi"
"Gülfidan",1,"tempelhof-schöneberg","f","f-Gülfidan"
"Hızır",1,"tempelhof-schöneberg","m","m-Hızır"
"Günes",1,"tempelhof-schöneberg","f","f-Günes"
"Holger",1,"tempelhof-schöneberg","m","m-Holger"
"Güneş",1,"tempelhof-schöneberg","f","f-Güneş"
"Hong",1,"tempelhof-schöneberg","m","m-Hong"
"Haddy",1,"tempelhof-schöneberg","f","f-Haddy"
"Horatio",1,"tempelhof-schöneberg","m","m-Horatio"
"Hadera",1,"tempelhof-schöneberg","f","f-Hadera"
"Horazio",1,"tempelhof-schöneberg","m","m-Horazio"
"Hadil",1,"tempelhof-schöneberg","f","f-Hadil"
"Horst",1,"tempelhof-schöneberg","m","m-Horst"
"Hadiya",1,"tempelhof-schöneberg","f","f-Hadiya"
"Howhannes",1,"tempelhof-schöneberg","m","m-Howhannes"
"Hajrija",1,"tempelhof-schöneberg","f","f-Hajrija"
"Hubert",1,"tempelhof-schöneberg","m","m-Hubert"
"Haley",1,"tempelhof-schöneberg","f","f-Haley"
"Hung",1,"tempelhof-schöneberg","m","m-Hung"
"Halil",1,"tempelhof-schöneberg","f","f-Halil"
"Hupe",1,"tempelhof-schöneberg","m","m-Hupe"
"Halima",1,"tempelhof-schöneberg","f","f-Halima"
"Hussayn",1,"tempelhof-schöneberg","m","m-Hussayn"
"Hana",1,"tempelhof-schöneberg","f","f-Hana"
"Hussein",1,"tempelhof-schöneberg","m","m-Hussein"
"Hanım",1,"tempelhof-schöneberg","f","f-Hanım"
"Héctor",1,"tempelhof-schöneberg","m","m-Héctor"
"Hanin",1,"tempelhof-schöneberg","f","f-Hanin"
"Hải",1,"tempelhof-schöneberg","m","m-Hải"
"Hanka",1,"tempelhof-schöneberg","f","f-Hanka"
"Iacov",1,"tempelhof-schöneberg","m","m-Iacov"
"Hauraa",1,"tempelhof-schöneberg","f","f-Hauraa"
"Ianis-Gabriel",1,"tempelhof-schöneberg","m","m-Ianis-Gabriel"
"Havin",1,"tempelhof-schöneberg","f","f-Havin"
"Ibrahim-Younes",1,"tempelhof-schöneberg","m","m-Ibrahim-Younes"
"Havva",1,"tempelhof-schöneberg","f","f-Havva"
"Ignacy",1,"tempelhof-schöneberg","m","m-Ignacy"
"Hawa",1,"tempelhof-schöneberg","f","f-Hawa"
"Igor",1,"tempelhof-schöneberg","m","m-Igor"
"Hayat",1,"tempelhof-schöneberg","f","f-Hayat"
"Ikenna",1,"tempelhof-schöneberg","m","m-Ikenna"
"Hayin",1,"tempelhof-schöneberg","f","f-Hayin"
"Ikponmwosa",1,"tempelhof-schöneberg","m","m-Ikponmwosa"
"Heavenly",1,"tempelhof-schöneberg","f","f-Heavenly"
"İlay",1,"tempelhof-schöneberg","m","m-İlay"
"Hedda",1,"tempelhof-schöneberg","f","f-Hedda"
"Ilhan-Can",1,"tempelhof-schöneberg","m","m-Ilhan-Can"
"Hedwig",1,"tempelhof-schöneberg","f","f-Hedwig"
"Ilijas",1,"tempelhof-schöneberg","m","m-Ilijas"
"Helia",1,"tempelhof-schöneberg","f","f-Helia"
"Illian",1,"tempelhof-schöneberg","m","m-Illian"
"Hella",1,"tempelhof-schöneberg","f","f-Hella"
"İlyas",1,"tempelhof-schöneberg","m","m-İlyas"
"Hellen",1,"tempelhof-schöneberg","f","f-Hellen"
"Ilyas-Erhan",1,"tempelhof-schöneberg","m","m-Ilyas-Erhan"
"Helya",1,"tempelhof-schöneberg","f","f-Helya"
"Imad",1,"tempelhof-schöneberg","m","m-Imad"
"Henrika",1,"tempelhof-schöneberg","f","f-Henrika"
"Imran",1,"tempelhof-schöneberg","m","m-Imran"
"Hermine",1,"tempelhof-schöneberg","f","f-Hermine"
"Inan",1,"tempelhof-schöneberg","m","m-Inan"
"Hiba",1,"tempelhof-schöneberg","f","f-Hiba"
"Inácio",1,"tempelhof-schöneberg","m","m-Inácio"
"Hifa",1,"tempelhof-schöneberg","f","f-Hifa"
"Ioannis",1,"tempelhof-schöneberg","m","m-Ioannis"
"Hilal",1,"tempelhof-schöneberg","f","f-Hilal"
"Ion",1,"tempelhof-schöneberg","m","m-Ion"
"Hilda",1,"tempelhof-schöneberg","f","f-Hilda"
"Iqbal",1,"tempelhof-schöneberg","m","m-Iqbal"
"Hillary",1,"tempelhof-schöneberg","f","f-Hillary"
"Iremikun",1,"tempelhof-schöneberg","m","m-Iremikun"
"Hinrike",1,"tempelhof-schöneberg","f","f-Hinrike"
"İsa",1,"tempelhof-schöneberg","m","m-İsa"
"Hira",1,"tempelhof-schöneberg","f","f-Hira"
"Isaak",1,"tempelhof-schöneberg","m","m-Isaak"
"Hiyam",1,"tempelhof-schöneberg","f","f-Hiyam"
"Isam",1,"tempelhof-schöneberg","m","m-Isam"
"Hoa",1,"tempelhof-schöneberg","f","f-Hoa"
"Islam",1,"tempelhof-schöneberg","m","m-Islam"
"Hollie",1,"tempelhof-schöneberg","f","f-Hollie"
"Ismaeel",1,"tempelhof-schöneberg","m","m-Ismaeel"
"Hong-Ngoc",1,"tempelhof-schöneberg","f","f-Hong-Ngoc"
"Ismail",1,"tempelhof-schöneberg","m","m-Ismail"
"Honoka",1,"tempelhof-schöneberg","f","f-Honoka"
"Ivanov",1,"tempelhof-schöneberg","m","m-Ivanov"
"Héloïse",1,"tempelhof-schöneberg","f","f-Héloïse"
"Iván",1,"tempelhof-schöneberg","m","m-Iván"
"Hélène",1,"tempelhof-schöneberg","f","f-Hélène"
"Jacomar",1,"tempelhof-schöneberg","m","m-Jacomar"
"Hîva",1,"tempelhof-schöneberg","f","f-Hîva"
"Jaffar",1,"tempelhof-schöneberg","m","m-Jaffar"
"Hòang",1,"tempelhof-schöneberg","f","f-Hòang"
"Jah",1,"tempelhof-schöneberg","m","m-Jah"
"Ibtissam",1,"tempelhof-schöneberg","f","f-Ibtissam"
"Jaime",1,"tempelhof-schöneberg","m","m-Jaime"
"Ievgenievna",1,"tempelhof-schöneberg","f","f-Ievgenievna"
"Jakup",1,"tempelhof-schöneberg","m","m-Jakup"
"Ihtibar",1,"tempelhof-schöneberg","f","f-Ihtibar"
"Jakób",1,"tempelhof-schöneberg","m","m-Jakób"
"Ikra",1,"tempelhof-schöneberg","f","f-Ikra"
"Jalal",1,"tempelhof-schöneberg","m","m-Jalal"
"Ilaida",1,"tempelhof-schöneberg","f","f-Ilaida"
"Jalil",1,"tempelhof-schöneberg","m","m-Jalil"
"İlayda",1,"tempelhof-schöneberg","f","f-İlayda"
"Jamie-Harald",1,"tempelhof-schöneberg","m","m-Jamie-Harald"
"Ilea",1,"tempelhof-schöneberg","f","f-Ilea"
"Jamin",1,"tempelhof-schöneberg","m","m-Jamin"
"Ilin",1,"tempelhof-schöneberg","f","f-Ilin"
"Jani",1,"tempelhof-schöneberg","m","m-Jani"
"Ilina",1,"tempelhof-schöneberg","f","f-Ilina"
"Janik",1,"tempelhof-schöneberg","m","m-Janik"
"Ilkim",1,"tempelhof-schöneberg","f","f-Ilkim"
"Janne",1,"tempelhof-schöneberg","m","m-Janne"
"Illa",1,"tempelhof-schöneberg","f","f-Illa"
"Jannes",1,"tempelhof-schöneberg","m","m-Jannes"
"Ilsa",1,"tempelhof-schöneberg","f","f-Ilsa"
"Jannick",1,"tempelhof-schöneberg","m","m-Jannick"
"Ima",1,"tempelhof-schöneberg","f","f-Ima"
"Janno",1,"tempelhof-schöneberg","m","m-Janno"
"Ina",1,"tempelhof-schöneberg","f","f-Ina"
"Jano",1,"tempelhof-schöneberg","m","m-Jano"
"Indhira",1,"tempelhof-schöneberg","f","f-Indhira"
"Janusch",1,"tempelhof-schöneberg","m","m-Janusch"
"Inga",1,"tempelhof-schöneberg","f","f-Inga"
"Jarne",1,"tempelhof-schöneberg","m","m-Jarne"
"Insa",1,"tempelhof-schöneberg","f","f-Insa"
"Jaromir",1,"tempelhof-schöneberg","m","m-Jaromir"
"Io",1,"tempelhof-schöneberg","f","f-Io"
"Jasha",1,"tempelhof-schöneberg","m","m-Jasha"
"Ioana",1,"tempelhof-schöneberg","f","f-Ioana"
"Jassin",1,"tempelhof-schöneberg","m","m-Jassin"
"Ioanna",1,"tempelhof-schöneberg","f","f-Ioanna"
"Jaydan",1,"tempelhof-schöneberg","m","m-Jaydan"
"Ionica",1,"tempelhof-schöneberg","f","f-Ionica"
"Jazzper",1,"tempelhof-schöneberg","m","m-Jazzper"
"Iphigenia",1,"tempelhof-schöneberg","f","f-Iphigenia"
"Jedidjah",1,"tempelhof-schöneberg","m","m-Jedidjah"
"Irina",1,"tempelhof-schöneberg","f","f-Irina"
"Jenmie",1,"tempelhof-schöneberg","m","m-Jenmie"
"Irini",1,"tempelhof-schöneberg","f","f-Irini"
"Jens",1,"tempelhof-schöneberg","m","m-Jens"
"Irmak",1,"tempelhof-schöneberg","f","f-Irmak"
"Jeremy",1,"tempelhof-schöneberg","m","m-Jeremy"
"Irmelin",1,"tempelhof-schöneberg","f","f-Irmelin"
"Jermain",1,"tempelhof-schöneberg","m","m-Jermain"
"Irmgard",1,"tempelhof-schöneberg","f","f-Irmgard"
"Jermaine",1,"tempelhof-schöneberg","m","m-Jermaine"
"Irmtraut",1,"tempelhof-schöneberg","f","f-Irmtraut"
"Jerome",1,"tempelhof-schöneberg","m","m-Jerome"
"Irupé",1,"tempelhof-schöneberg","f","f-Irupé"
"Jesaja",1,"tempelhof-schöneberg","m","m-Jesaja"
"Isa",1,"tempelhof-schöneberg","f","f-Isa"
"Jesko",1,"tempelhof-schöneberg","m","m-Jesko"
"Ismaeil",1,"tempelhof-schöneberg","f","f-Ismaeil"
"Jesse",1,"tempelhof-schöneberg","m","m-Jesse"
"Ismuni",1,"tempelhof-schöneberg","f","f-Ismuni"
"Jey",1,"tempelhof-schöneberg","m","m-Jey"
"Isoken",1,"tempelhof-schöneberg","f","f-Isoken"
"Jibreel",1,"tempelhof-schöneberg","m","m-Jibreel"
"Iva",1,"tempelhof-schöneberg","f","f-Iva"
"Jibriel",1,"tempelhof-schöneberg","m","m-Jibriel"
"Ivanovna",1,"tempelhof-schöneberg","f","f-Ivanovna"
"Jimi",1,"tempelhof-schöneberg","m","m-Jimi"
"Ivie",1,"tempelhof-schöneberg","f","f-Ivie"
"Jinan",1,"tempelhof-schöneberg","m","m-Jinan"
"Ivon",1,"tempelhof-schöneberg","f","f-Ivon"
"Jiri",1,"tempelhof-schöneberg","m","m-Jiri"
"Ivy",1,"tempelhof-schöneberg","f","f-Ivy"
"Jisoon",1,"tempelhof-schöneberg","m","m-Jisoon"
"Iyabo",1,"tempelhof-schöneberg","f","f-Iyabo"
"Joa",1,"tempelhof-schöneberg","m","m-Joa"
"Izem",1,"tempelhof-schöneberg","f","f-Izem"
"Jochen",1,"tempelhof-schöneberg","m","m-Jochen"
"Jacob",1,"tempelhof-schöneberg","f","f-Jacob"
"Joe-Josua",1,"tempelhof-schöneberg","m","m-Joe-Josua"
"Jacqueline",1,"tempelhof-schöneberg","f","f-Jacqueline"
"Johanna",1,"tempelhof-schöneberg","m","m-Johanna"
"Jade",1,"tempelhof-schöneberg","f","f-Jade"
"Johannes-Kiên",1,"tempelhof-schöneberg","m","m-Johannes-Kiên"
"Jael",1,"tempelhof-schöneberg","f","f-Jael"
"Jon",1,"tempelhof-schöneberg","m","m-Jon"
"Jale",1,"tempelhof-schöneberg","f","f-Jale"
"Jonard",1,"tempelhof-schöneberg","m","m-Jonard"
"Jaleece",1,"tempelhof-schöneberg","f","f-Jaleece"
"Jonathan-Joel",1,"tempelhof-schöneberg","m","m-Jonathan-Joel"
"Jalina",1,"tempelhof-schöneberg","f","f-Jalina"
"Joona",1,"tempelhof-schöneberg","m","m-Joona"
"Jamie",1,"tempelhof-schöneberg","f","f-Jamie"
"Jorden",1,"tempelhof-schöneberg","m","m-Jorden"
"Jamila",1,"tempelhof-schöneberg","f","f-Jamila"
"Jorne",1,"tempelhof-schöneberg","m","m-Jorne"
"Jamilah",1,"tempelhof-schöneberg","f","f-Jamilah"
"Jorve",1,"tempelhof-schöneberg","m","m-Jorve"
"Jamilia",1,"tempelhof-schöneberg","f","f-Jamilia"
"Joschua",1,"tempelhof-schöneberg","m","m-Joschua"
"Jamina",1,"tempelhof-schöneberg","f","f-Jamina"
"Josse",1,"tempelhof-schöneberg","m","m-Josse"
"Janina",1,"tempelhof-schöneberg","f","f-Janina"
"Jossi",1,"tempelhof-schöneberg","m","m-Jossi"
"Janna",1,"tempelhof-schöneberg","f","f-Janna"
"Jost",1,"tempelhof-schöneberg","m","m-Jost"
"Jannah",1,"tempelhof-schöneberg","f","f-Jannah"
"Josua",1,"tempelhof-schöneberg","m","m-Josua"
"Jannah-Foulé",1,"tempelhof-schöneberg","f","f-Jannah-Foulé"
"Joud",1,"tempelhof-schöneberg","m","m-Joud"
"Jannah-Medina",1,"tempelhof-schöneberg","f","f-Jannah-Medina"
"João",1,"tempelhof-schöneberg","m","m-João"
"Jari",1,"tempelhof-schöneberg","f","f-Jari"
"Jude",1,"tempelhof-schöneberg","m","m-Jude"
"Jasmina",1,"tempelhof-schöneberg","f","f-Jasmina"
"Judicaël",1,"tempelhof-schöneberg","m","m-Judicaël"
"Jayla",1,"tempelhof-schöneberg","f","f-Jayla"
"Julan",1,"tempelhof-schöneberg","m","m-Julan"
"Jeanne",1,"tempelhof-schöneberg","f","f-Jeanne"
"Jun",1,"tempelhof-schöneberg","m","m-Jun"
"Jelena",1,"tempelhof-schöneberg","f","f-Jelena"
"Junior",1,"tempelhof-schöneberg","m","m-Junior"
"Jenny",1,"tempelhof-schöneberg","f","f-Jenny"
"Junrui",1,"tempelhof-schöneberg","m","m-Junrui"
"Jianxi",1,"tempelhof-schöneberg","f","f-Jianxi"
"Jure",1,"tempelhof-schöneberg","m","m-Jure"
"Jill",1,"tempelhof-schöneberg","f","f-Jill"
"Jussi",1,"tempelhof-schöneberg","m","m-Jussi"
"Jillian",1,"tempelhof-schöneberg","f","f-Jillian"
"Jusuf",1,"tempelhof-schöneberg","m","m-Jusuf"
"Jin-A",1,"tempelhof-schöneberg","f","f-Jin-A"
"János",1,"tempelhof-schöneberg","m","m-János"
"Jin-Hye",1,"tempelhof-schöneberg","f","f-Jin-Hye"
"Jónsi",1,"tempelhof-schöneberg","m","m-Jónsi"
"Jinan",1,"tempelhof-schöneberg","f","f-Jinan"
"Kacper",1,"tempelhof-schöneberg","m","m-Kacper"
"Joanna",1,"tempelhof-schöneberg","f","f-Joanna"
"Kaito",1,"tempelhof-schöneberg","m","m-Kaito"
"Joaquina",1,"tempelhof-schöneberg","f","f-Joaquina"
"Kamil",1,"tempelhof-schöneberg","m","m-Kamil"
"Jody",1,"tempelhof-schöneberg","f","f-Jody"
"Kanaan",1,"tempelhof-schöneberg","m","m-Kanaan"
"Joelle",1,"tempelhof-schöneberg","f","f-Joelle"
"Karani",1,"tempelhof-schöneberg","m","m-Karani"
"Joena",1,"tempelhof-schöneberg","f","f-Joena"
"Kareem",1,"tempelhof-schöneberg","m","m-Kareem"
"Johanne",1,"tempelhof-schöneberg","f","f-Johanne"
"Karl-Friedrich",1,"tempelhof-schöneberg","m","m-Karl-Friedrich"
"John",1,"tempelhof-schöneberg","f","f-John"
"Karlsson",1,"tempelhof-schöneberg","m","m-Karlsson"
"Jolanda",1,"tempelhof-schöneberg","f","f-Jolanda"
"Karolus",1,"tempelhof-schöneberg","m","m-Karolus"
"Jolanta",1,"tempelhof-schöneberg","f","f-Jolanta"
"Kartal",1,"tempelhof-schöneberg","m","m-Kartal"
"Jolanthe",1,"tempelhof-schöneberg","f","f-Jolanthe"
"Karyofyllis",1,"tempelhof-schöneberg","m","m-Karyofyllis"
